"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"factor_eight_emicizumab_individual_standard_record_id","px911401_factor_eight_emicizumab_individual_standard",,"text","Record ID",,"PX911401",,,,,,,,,,"",
"factor_eight_emicizumab_individual_standard_sample_processing_storage_unprocessed","px911401_factor_eight_emicizumab_individual_standard",,"radio","Were samples stored as unprocessed sodium citrate whole blood samples?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_sample_processing_storage_whole_blood","px911401_factor_eight_emicizumab_individual_standard",,"radio","Were samples stored as whole blood samples centrifuged and maintained in sodium citrate tubes?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_sample_processing_storage_plasma","px911401_factor_eight_emicizumab_individual_standard",,"radio","Were samples stored as plasma processed by centrifugation and aliquoting into a second tube?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_sample_processing_platelet_poor_plasma","px911401_factor_eight_emicizumab_individual_standard",,"radio","Were samples processed to platelet poor plasma (PPP) within 1 hour of collection?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,"[factor_eight_emicizumab_individual_standard_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_emicizumab_individual_standard_sample_processing_storage_plasma] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_emicizumab_individual_standard_sample_processing_assayed","px911401_factor_eight_emicizumab_individual_standard",,"radio","Were samples assayed within 4 hours of collection?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,"[factor_eight_emicizumab_individual_standard_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_emicizumab_individual_standard_sample_processing_storage_plasma] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_emicizumab_individual_standard_sample_processing_centrifuge_validated","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was the centrifuge validated so that process results in less than 10,000 platelets/microliter","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,"[factor_eight_emicizumab_individual_standard_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_emicizumab_individual_standard_sample_processing_storage_plasma] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_emicizumab_individual_standard_sample_processing_frozen","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was the sample frozen immediately and stored at -20 C for at most 2 weeks?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,"[factor_eight_emicizumab_individual_standard_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_emicizumab_individual_standard_sample_processing_storage_plasma] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_emicizumab_individual_standard_sample_processing_deep_freeze","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was the sample transferred to < = -70 C, including shipment?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,"[factor_eight_emicizumab_individual_standard_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_emicizumab_individual_standard_sample_processing_storage_plasma] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_emicizumab_individual_standard_therapy_bethesda_assay_nijmegen_modification_chromo1","px911401_factor_eight_emicizumab_individual_standard",,"radio","Were any changes made in the protocol over the course of the study?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_therapy_bethesda_assay_nijmegen_modification_chromo2","px911401_factor_eight_emicizumab_individual_standard",,"radio","Were the make and manufacturer of equipment, repeatability and coefficients of variation for the assay, and the reagents used recorded?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_therapy_bethesda_assay_nijmegen_modification_chromo3","px911401_factor_eight_emicizumab_individual_standard",,"radio","Is this study a part of multi-center clinical trials?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_therapy_bethesda_assay_nijmegen_modification_chromo4","px911401_factor_eight_emicizumab_individual_standard",,"radio","Is a central laboratory being used?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,"[factor_eight_emicizumab_individual_standard_therapy_bethesda_assay_nijmegen_modification_chromo3] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_emicizumab_individual_standard_therapy_bethesda_assay_nijmegen_modification_chromo5","px911401_factor_eight_emicizumab_individual_standard",,"radio","Were the parameters outlined by the Subcommittee on Factor VIII and Factor VIII of the Scientific and Standardization Committee of the International Society on Thrombosis and Haemostasis (Lee et al., 2001) followed?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_infusion_baseline","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested before infusion (baseline)?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_after_infusion_minutes_10","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested 10-15 minutes after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_after_infusion_minutes_30","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested 30 minutes after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_after_infusion_hours_1","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested 1 hour after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_after_infusion_hours_3","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested 3 hours after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_after_infusion_hours_6","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested 6 hours after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_after_infusion_hours_9","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested 9 hours after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_after_infusion_hours_24","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested 24 hours after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_after_infusion_hours_28","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested 28 hours after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_after_infusion_hours_32","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested 32 hours after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_after_infusion_hours_48","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was Factor VIII activity tested 48 hours after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
"factor_eight_emicizumab_individual_standard_pharmacokinetic_study_interpretation_results","px911401_factor_eight_emicizumab_individual_standard",,"radio","Was the Factor VIII half-life (t) less than 6 hours?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911401",,,,,,,,,,"",""
