"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_emotional_state_adult_protocol_record_id","px180501_phenx_emotional_state_adult_protocol",,"text","Record ID",,"PX180501",,,,,,,,,,"",
"instructions_180501","px180501_phenx_emotional_state_adult_protocol",,"descriptive","The respondent is asked to read several words and phrases which describe feelings and emotions and enter a number that corresponds to the value on a scale. The 5-item scale ranges from ""very slightly or not at all,"" with a value of 1, to ""extremely,"" with a value of 5.",,"PX180501",,,,,,,,,,"",""
"alone","px180501_phenx_emotional_state_adult_protocol",,"radio","alone","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"proud","px180501_phenx_emotional_state_adult_protocol",,"radio","proud","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"astonished","px180501_phenx_emotional_state_adult_protocol",,"radio","proud","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"relaxed","px180501_phenx_emotional_state_adult_protocol",,"radio","relaxed","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"alert","px180501_phenx_emotional_state_adult_protocol",,"radio","alert","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"jittery","px180501_phenx_emotional_state_adult_protocol",,"radio","jittery","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"interested","px180501_phenx_emotional_state_adult_protocol",,"radio","interested","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"irritable","px180501_phenx_emotional_state_adult_protocol",,"radio","irritable","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"upset","px180501_phenx_emotional_state_adult_protocol",,"radio","upset","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"lively","px180501_phenx_emotional_state_adult_protocol",,"radio","lively","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"loathing","px180501_phenx_emotional_state_adult_protocol",,"radio","loathing","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"delighted","px180501_phenx_emotional_state_adult_protocol",,"radio","delighted","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"angry","px180501_phenx_emotional_state_adult_protocol",,"radio","angry","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"ashamed","px180501_phenx_emotional_state_adult_protocol",,"radio","ashamed","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"confident","px180501_phenx_emotional_state_adult_protocol",,"radio","confident","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"inspired","px180501_phenx_emotional_state_adult_protocol",,"radio","inspired","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"bold","px180501_phenx_emotional_state_adult_protocol",,"radio","bold","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"at_ease","px180501_phenx_emotional_state_adult_protocol",,"radio","at ease","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"energetic","px180501_phenx_emotional_state_adult_protocol",,"radio","energetic","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"fearless","px180501_phenx_emotional_state_adult_protocol",,"radio","fearless","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"blue","px180501_phenx_emotional_state_adult_protocol",,"radio","blue","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"scared","px180501_phenx_emotional_state_adult_protocol",,"radio","scared","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"concentrating","px180501_phenx_emotional_state_adult_protocol",,"radio","concentrating","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"disgusted","px180501_phenx_emotional_state_adult_protocol",,"radio","disgusted","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"shy","px180501_phenx_emotional_state_adult_protocol",,"radio","shy","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"drowsy","px180501_phenx_emotional_state_adult_protocol",,"radio","drowsy","1 , Very slightly or not at all|2 , A little|3 , Moderately|4 , Quite a bit|5 , Extremely","PX180501",,,,,,,,,,"",""
"dissatisfied_with_self","px180501_phenx_emotional_state_adult_protocol",,"radio","dissatisfied with self","1, Very slightly or not at all | 2, A little | 3, Moderately | 4, Quite a bit | 5, Extremely","PX180501",,,,,,,,,,"",""
