"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"factor_eight_population_chromogenic_extended_record_id","px911204_factor_eight_population_chromogenic_extended",,"text","Record ID",,"PX911204",,,,,,,,,,"",
"factor_eight_population_chromogenic_extended_sample_processing_refrigerated","px911204_factor_eight_population_chromogenic_extended",,"radio","Were samples refrigerated or stored on ice or in an ice bath?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_transportation","px911204_factor_eight_population_chromogenic_extended",,"radio","Were samples transported vertically?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_agitation","px911204_factor_eight_population_chromogenic_extended",,"radio","Were samples agitated during transportation?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_storage_unprocessed","px911204_factor_eight_population_chromogenic_extended",,"radio","Were samples stored as unprocessed sodium citrate whole blood samples?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_storage_whole_blood","px911204_factor_eight_population_chromogenic_extended",,"radio","Were samples stored as whole blood samples centrifuged and maintained in sodium citrate tubes?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_storage_plasma","px911204_factor_eight_population_chromogenic_extended",,"radio","Were samples stored as plasma processed by centrifugation and aliquoting into a second tube?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_platelet_poor_plasma","px911204_factor_eight_population_chromogenic_extended",,"radio","Were samples processed to platelet poor plasma (PPP) within 1 hour of collection?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,"[factor_eight_population_chromogenic_extended_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_population_chromogenic_extended_sample_processing_storage_plasma] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_assayed","px911204_factor_eight_population_chromogenic_extended",,"radio","Were samples assayed within 4 hours of collection?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,"[factor_eight_population_chromogenic_extended_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_population_chromogenic_extended_sample_processing_storage_plasma] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_centrifuge_validated","px911204_factor_eight_population_chromogenic_extended",,"radio","Was the centrifuge validated so that process results in less than 10,000 platelets/microliter","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,"[factor_eight_population_chromogenic_extended_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_population_chromogenic_extended_sample_processing_storage_plasma] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_frozen","px911204_factor_eight_population_chromogenic_extended",,"radio","Was the sample frozen immediately and stored at -20 C for at most 2 weeks?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,"[factor_eight_population_chromogenic_extended_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_population_chromogenic_extended_sample_processing_storage_plasma] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_population_chromogenic_extended_sample_processing_deep_freeze","px911204_factor_eight_population_chromogenic_extended",,"radio","Was the sample transferred to < = -70 C, including shipment?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,"[factor_eight_population_chromogenic_extended_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_population_chromogenic_extended_sample_processing_storage_plasma] = 'UNDEFINED_CODE'",,,,,"",""
"factor_eight_population_chromogenic_extended_one_stage_clotting_factor_assay_changes","px911204_factor_eight_population_chromogenic_extended",,"radio","Were any changes made in the protocol over the course of the study?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_one_stage_clotting_factor_assay_record","px911204_factor_eight_population_chromogenic_extended",,"radio","Were the make and manufacturer of equipment, repeatability and coefficients of variation for the assay, and the reagents used recorded?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_pharmacokinetic_study","px911204_factor_eight_population_chromogenic_extended",,"radio","Were the parameters outlined by the International Society on Thrombosis and Haemostasis Subcommittee on Factor VIII, Factor VIII and Rare Coagulation Disorders (Iorio et al., 2017) followed?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_pharmacokinetic_study_infusion_baseline","px911204_factor_eight_population_chromogenic_extended",,"radio","Was Factor VIII activity tested before infusion (baseline)?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_pharmacokinetic_study_after_infusion_hours_4","px911204_factor_eight_population_chromogenic_extended",,"radio","Was Factor VIII activity tested 4-8 hour after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_pharmacokinetic_study_after_infusion_hours_16","px911204_factor_eight_population_chromogenic_extended",,"radio","Was Factor VIII activity tested 16-28 hours after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_pharmacokinetic_study_after_infusion_hours_40","px911204_factor_eight_population_chromogenic_extended",,"radio","Was Factor VIII activity tested 40-60 hours after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_pharmacokinetic_study_after_infusion_hours_60","px911204_factor_eight_population_chromogenic_extended",,"radio","Was Factor VIII activity tested 60-84 hours after infusion?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
"factor_eight_population_chromogenic_extended_pharmacokinetic_model","px911204_factor_eight_population_chromogenic_extended",,"radio","Was a ""robust"" population pharmacokinetics model, such as WAPPS-Hemo or PKFit, used?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No","PX911204",,,,,,,,,,"",""
