left_Form Name,right_original_id,right_label,similarity
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0025112,Auditory sensitivity,0.7979720278387035
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0025112,Auditory sensitivity,0.7903484771419583
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0025112,Auditory sensitivity,0.7896555404991009
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0025112,Auditory sensitivity,0.7927589155042668
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0002183,Phonophobia,0.8042102925111257
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:4000110,Exposure history,0.8098777334919028
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0002183,Phonophobia,0.8166832596320508
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:4000110,Exposure history,0.8024546918385336
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0002183,Phonophobia,0.798256292009735
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:4000110,Exposure history,0.7982828447057277
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0010780,Hyperacusis,0.806376350688497
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:5200060,Auditory hypersensitivity,0.8048359134838137
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0002183,Phonophobia,0.813291773817609
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0025112,Auditory sensitivity,0.7996056740463571
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0002183,Phonophobia,0.799850463286548
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,HP:0025112,Auditory sensitivity,0.7962288248729592
px250201_PhenX_-_Auditory_Perception_and_Noise_Exposure,UBERON:0010065,auditory meatus epithelium,0.7848819035926974
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7771759914424818
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7612832946690653
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7699884867973054
px250501_PhenX_-_Cognitive_Changes,HP:4000092,Poor conversational reciprocity,0.775929481285973
px250501_PhenX_-_Cognitive_Changes,HP:4000092,Poor conversational reciprocity,0.760578112518906
px250501_PhenX_-_Cognitive_Changes,HP:4000092,Poor conversational reciprocity,0.7739601547701653
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7705682739547643
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7587002827335958
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.76814092528734
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7659591748215268
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7548043239536825
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7712021548375576
px250501_PhenX_-_Cognitive_Changes,NBO:0000606,forgetfulness,0.7888071439249137
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7666122263630711
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.753741805736889
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7656311433355621
px250501_PhenX_-_Cognitive_Changes,HP:0007017,Progressive forgetfulness,0.7913855017362645
px250501_PhenX_-_Cognitive_Changes,HP:0007017,Progressive forgetfulness,0.7793092417011193
px250501_PhenX_-_Cognitive_Changes,HP:0007017,Progressive forgetfulness,0.7884067096762215
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7745049645850697
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7635629530656536
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7761455263801592
px250501_PhenX_-_Cognitive_Changes,HP:0008765,Auditory hallucinations,0.7999536146949375
px250501_PhenX_-_Cognitive_Changes,HP:0006887,"Intellectual disability, progressive",0.7916746018827574
px250501_PhenX_-_Cognitive_Changes,HP:0010794,Impaired visuospatial constructive cognition,0.7729428536528016
px250501_PhenX_-_Cognitive_Changes,HP:0006887,"Intellectual disability, progressive",0.782937706824225
px250501_PhenX_-_Cognitive_Changes,HP:0007017,Progressive forgetfulness,0.7693688199361057
px250501_PhenX_-_Cognitive_Changes,HP:0007017,Progressive forgetfulness,0.7592720337940534
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7763134204064911
px250501_PhenX_-_Cognitive_Changes,NBO:0000606,forgetfulness,0.7785732435457365
px250501_PhenX_-_Cognitive_Changes,HP:0007017,Progressive forgetfulness,0.7643299842107547
px250501_PhenX_-_Cognitive_Changes,HP:0007017,Progressive forgetfulness,0.7722480479850166
px250501_PhenX_-_Cognitive_Changes,HP:0000001,All,0.7595298221132096
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7685717847777106
px250501_PhenX_-_Cognitive_Changes,HP:0002354,Memory impairment,0.7609412637520732
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7715079827789362
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.768855189702987
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7540461707498192
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7666731929301768
px250501_PhenX_-_Cognitive_Changes,HP:0034332,Cognitive regression,0.772992214206466
px250501_PhenX_-_Cognitive_Changes,HP:0010794,Impaired visuospatial constructive cognition,0.7602733041591667
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7759140307463277
px250501_PhenX_-_Cognitive_Changes,HP:0007017,Progressive forgetfulness,0.7748156192682671
px250501_PhenX_-_Cognitive_Changes,HP:0007017,Progressive forgetfulness,0.7645302076541665
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7718721591128733
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7601083215256147
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7475563142678469
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.758183168887748
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.764000153643473
px250501_PhenX_-_Cognitive_Changes,NBO:0000266,cognitive behavior phenotype,0.7562685743612972
px250501_PhenX_-_Cognitive_Changes,HP:0033666,Diminished physical functioning,0.7649789285573533
px250501_PhenX_-_Cognitive_Changes,NBO:0000606,forgetfulness,0.7715738243792739
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0025548,Increased mean corpuscular hemoglobin concentration,0.7609245450331723
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0410399,Positive blood lead test,0.7797143003731513
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0025065,Abnormal mean corpuscular volume,0.7970027145360453
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0032557,History of bone marrow transplant,0.7963421483468709
px220501_PhenX_-_Complete_Blood_Count_CBC,UBERON:0006596,presumptive blood,0.7758553707844944
px220501_PhenX_-_Complete_Blood_Count_CBC,UBERON:0006596,presumptive blood,0.7809278377419872
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0031806,Abnormal basophil count,0.8279314934415598
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0031806,Abnormal basophil count,0.8303664199636049
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0001880,Eosinophilia,0.8398729004263522
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0001880,Eosinophilia,0.8347265466899296
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0031851,Reduced hematocrit,0.809158980955413
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0025548,Increased mean corpuscular hemoglobin concentration,0.8205747122356051
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0040088,Abnormal lymphocyte count,0.8255971043406176
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0040088,Abnormal lymphocyte count,0.8253256774852659
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0025546,Abnormal mean corpuscular hemoglobin concentration,0.8055247564093853
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0025548,Increased mean corpuscular hemoglobin concentration,0.838523726010886
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0025065,Abnormal mean corpuscular volume,0.8267460021396871
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0011877,Increased mean platelet volume,0.8344990676193251
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0012312,Monocytopenia,0.8114797637744988
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0012312,Monocytopenia,0.8109932510189356
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0001894,Thrombocytosis,0.8160296828591695
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0020059,Increased red blood cell count,0.8146030994090762
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0031965,Increased RBC distribution width,0.8462608707393199
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0410311,Hyposegmentation of neutrophil nuclei in CSF,0.8083710720253918
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0011897,Neutrophilia,0.8095944200396044
px220501_PhenX_-_Complete_Blood_Count_CBC,HP:0012229,CSF pleocytosis,0.8117416612492776
px250701_PhenX_-_Cystatin_C_Assay_for_Kidney_Function,HP:0032997,Decreased cystatin C level,0.7953259196702395
px250701_PhenX_-_Cystatin_C_Assay_for_Kidney_Function,HP:0032997,Decreased cystatin C level,0.7981236497023925
px251301_PhenX_-_Dental_Issues_and_Difficulty_Chewing,UBERON:0018608,permanent molar tooth 1,0.7808591467487181
px251301_PhenX_-_Dental_Issues_and_Difficulty_Chewing,HP:0011968,Feeding difficulties,0.7812435560411725
px251301_PhenX_-_Dental_Issues_and_Difficulty_Chewing,HP:0011968,Feeding difficulties,0.793931510806332
px251301_PhenX_-_Dental_Issues_and_Difficulty_Chewing,HP:0011968,Feeding difficulties,0.7893041105150103
px251301_PhenX_-_Dental_Issues_and_Difficulty_Chewing,HP:0000700,Periapical bone loss,0.7832122755400274
px251301_PhenX_-_Dental_Issues_and_Difficulty_Chewing,UBERON:0018608,permanent molar tooth 1,0.8097431611432961
px251301_PhenX_-_Dental_Issues_and_Difficulty_Chewing,HP:4000146,History of recent dental procedure,0.8013407118349893
px251301_PhenX_-_Dental_Issues_and_Difficulty_Chewing,HP:4000146,History of recent dental procedure,0.8031087981800811
px251301_PhenX_-_Dental_Issues_and_Difficulty_Chewing,HP:4000146,History of recent dental procedure,0.80394465369819
px251301_PhenX_-_Dental_Issues_and_Difficulty_Chewing,HP:0011968,Feeding difficulties,0.8052417713601805
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7887040860272084
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7898178595097258
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7924356896826399
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8015104418134412
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.788114552665706
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0004396,Poor appetite,0.7972772573115378
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7934618436142289
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0031873,Early chronotype,0.7794772414100345
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0031873,Early chronotype,0.7833323503755397
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0031873,Early chronotype,0.7715205839138616
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7683843542151421
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0031874,Late chronotype,0.7752545282792231
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0031354,Sleep onset insomnia,0.7933992538772174
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7922310074467704
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0025302,Diurnal,0.7863997565224511
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8023461120775296
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8012541070182094
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7999445305096026
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7928277380456311
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7897807140243549
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8023360541820278
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0012378,Fatigue,0.7948193048329011
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8097975655590438
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8031976128026275
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7968167716640925
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7856324757152098
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7996945732825529
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7979860613190326
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7952188634515392
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8013734753265326
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7934035751919978
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7957053020958547
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7977142318782813
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7982961105013541
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7986383961304535
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.803956197767333
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8040773535947487
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8186960851213029
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8000737646961901
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8012252066013248
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8138908503190531
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8021030506570569
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7979798727929309
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8101254065597417
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0002028,Chronic diarrhea,0.801621784037617
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8121842490408008
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7970742694329114
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8011499945180285
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8025358133017874
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8091385319124479
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7994211393273185
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.805338313868135
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8187874294524536
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7966908487489898
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.800079717081375
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8041388836106962
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7946627323670152
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7945648773455178
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7951006652913274
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7978421926565016
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7917493889031875
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7888714623846945
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7975774666015211
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8091943989317312
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8077221709315997
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.799003054893272
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7944405204400748
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7971357065993279
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7906266583960159
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0012671,Abulia,0.7994531850056801
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7869129158354072
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7910788116381512
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7970040534543377
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8011845726198689
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0004396,Poor appetite,0.7997000032677711
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7891149725879077
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7948687123107636
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0031873,Early chronotype,0.7870582514424324
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0031873,Early chronotype,0.7959423666403467
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0031873,Early chronotype,0.7874167074058156
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8032554431075078
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.781974467591181
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7893139245191334
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8020729575112138
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8015572226235796
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0003388,Easy fatigability,0.8098492475986948
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7905363863431892
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7996870459039188
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8042381468013421
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0012378,Fatigue,0.7976440137373374
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8070143741959909
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8093764223965942
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7992658168681761
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8018357829751622
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.7983633786789937
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0000716,Depression,0.8110782017343088
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8013624408151024
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7961458320280589
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8104460432673838
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0004385,Protracted diarrhea,0.7987615110373022
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7949768153493255
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0032318,Family history of heart disease,0.7976242082648494
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7959037072517171
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.8080136629108093
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7987188006535442
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.801278154193329
px121703_PhenX_-_Depressive_Symptoms_-_Depression_in_Dementia,HP:0033666,Diminished physical functioning,0.7937467223379877
