"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_perception_of_recovery_orientation_and_care_quality_of_m_record_id","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"text","Record ID",,"PX661502",,,,,,,,,,"",
"recovery_selfassessment_family_interests","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff regularly ask my loved one about his/her interests and the things he/she would like to do in the community. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_risks","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff encourage my loved one to take risks and try new things. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_cultural_acceptance","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","This program offers specific services that fit the unique culture and life experiences of my loved one. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_spiritual_needs","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","My loved one is given opportunities to discuss his or her spiritual needs and interests when he or she wishes. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_sexual_needs","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","My loved one is given opportunities to discuss his or her sexual needs and interests when he or she wishes. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_life_goals","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help my loved one to develop and plan for life goals beyond managing symptoms or staying stable (e.g., employment, education, physical fitness, connecting with family and friends, hobbies). Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_job_search","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff assist my loved one with getting jobs. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_other_activities","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help my loved one to get involved in non-mental health related activities, such as church groups, adult education, sports, or hobbies. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_support_network","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help my loved one to include people who are important to him/her in his/her recovery/treatment planning (such as family, friends, clergy, or an employer). Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_role_models","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff introduce my loved one to others in recovery who can serve as role models or mentors. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_network","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff connect my loved one with self-help, peer support, or consumer advocacy groups and programs. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_volunteering","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help my loved one to find ways to give back to the community (i.e., volunteering, community services, neighborhood watch/cleanup). Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_new_development","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","My loved one is encouraged to help staff with the development of new groups, programs, or services. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_evaluation","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Program participants are encouraged to be involved in the evaluation of this program’s services and service providers. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_attend_meetings","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","My loved one is encouraged to attend agency advisory boards and management meetings Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_complete_program","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff talk with my loved one about what it takes to complete or exit the program. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_personal_goals","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help my loved one keep track of the progress he/she makes towards his/her personal goals. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_assist","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff work hard to help my loved one fulfill his/her personal goals. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_help_train","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","My loved one is or can be involved in facilitating staff trainings and education programs at this agency. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_staff_training","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff listen, and respond, to my loved one's cultural experiences, interests, and concerns. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_specialinterest_groups","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff are knowledgeable about special interest groups and activities in the community. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_diversity","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Agency staff are diverse in terms of culture, ethnicity, lifestyle, and interests. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_welcoming","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","[For family/significant other only] Staff make efforts to welcome me and make me feel comfortable in this program. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_expectations","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","[For family/significant other only] Staff encourage me to have hope and high expectations for my loved one’s recovery. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_opinion_family","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","[For family/significant other only] Staff listen to me and respect my opinion about my loved one’s treatment and care. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_include_family","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","[For family/significant other only] Staff include me in my loved one’s recovery/treatment planning. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_development_family","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","[For family/significant other only] I am encouraged to help staff with the development of new groups, programs, or services. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_evaluation_family","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","[For family/significant other only] I am encouraged to be involved in the evaluation of this program’s services and service providers. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_meetings","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","[For family/significant other only] I am encouraged to attend agency advisory boards and management meetings, if I want. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
"recovery_selfassessment_family_trainings","px661502_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","[For family/significant other only] I am/can be involved in facilitating staff trainings and education programs at this agency. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661502",,,,,,,,,,"",""
