"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_perception_of_recovery_orientation_and_care_quality_of_m_record_id","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"text","Record ID",,"PX661504",,,,,,,,,,"",
"recovery_selfassessment_provider_interests","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff regularly ask program participants about their interests and the things they would like to do in the community. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_risks","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff encourage program participants to take risks and try new things. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_cultural_acceptance","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","This program offers specific services that fit each participant’s unique culture and life experiences. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_spiritual_needs","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff offer participants opportunities to discuss their spiritual needs and interests when they wish. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_sexual_needs","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff offer participants opportunities to discuss their sexual needs and interests when they wish. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_life_goals","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help program participants to develop and plan for life goals beyond managing symptoms or staying stable (e.g., employment, education, physical fitness, connecting with family and friends, hobbies). Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_job_search","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff routinely assist program participants with getting jobs. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_other_activities","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff actively help program participants to get involved in non-mental health/addiction related activities, such as church groups, adult education, sports, or hobbies. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_support_network","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff work hard to help program participants to include people who are important to them in their recovery/treatment planning (such as family, friends, clergy, or an employer). Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_role_models","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff actively introduce program participants to persons in recovery who can serve as role models or mentors. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_network","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff actively connect program participants with self- help, peer support, or consumer advocacy groups and programs. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_volunteering","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff actively help people find ways to give back to their community (i.e., volunteering, community services, neighborhood watch/cleanup). Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_new_development","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","People in recovery are encouraged to help staff with the development of new groups, programs, or services. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_evaluation","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","People in recovery are encouraged to be involved in the evaluation of this agency’s programs, services, and service providers. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_attend_meetings","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","People in recovery are encouraged to attend agency advisory boards and management meetings. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_complete_program","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff talk with program participants about what it takes to complete or exit the program. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_personal_goals","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Progress made towards an individual’s own personal goals is tracked regularly. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_assist","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","The primary role of agency staff is to assist a person with fulfilling his/her own goals and aspirations. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_help_train","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Persons in recovery are involved with facilitating staff trainings and education at this program. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_staff_training","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff at this program regularly attend trainings on cultural competency. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_specialinterest_groups","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff are knowledgeable about special interest groups and activities in the community. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
"recovery_selfassessment_provider_diversity","px661504_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Agency staff are diverse in terms of culture, ethnicity, lifestyle, and interests. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661504",,,,,,,,,,"",""
