"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
"phenx_perception_of_recovery_orientation_and_care_quality_of_m_record_id","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"text","Record ID",,"PX661503",,,,,,,,,,"",
"recovery_selfassessment_patient_interests","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff regularly ask me about my interests and the things I would like to do in the community. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_risks","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff encourage me to take risks and try new things. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_cultural_acceptance","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","This program offers specific services that fit my unique culture and life experiences. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_spiritual_needs","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","I am given opportunities to discuss my spiritual needs and interests when I wish. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_sexual_needs","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","I am given opportunities to discuss my sexual needs and interests when I wish. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_life_goals","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help me to develop and plan for life goals beyond managing symptoms or staying stable (e.g., employment, education, physical fitness, connecting with family and friends, hobbies). Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_job_search","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help me to find jobs. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_other_activities","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help me to get involved in non-mental health/addiction related activities, such as church groups, adult education, sports, or hobbies. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_support_network","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help me to include people who are important to me in my recovery/treatment planning (such as family, friends, clergy, or an employer). Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_role_models","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff introduce me to people in recovery who can serve as role models or mentors. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_network","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff offer to help me connect with self-help, peer support, or consumer advocacy groups and programs. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_volunteering","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help me to find ways to give back to my community (i.e., volunteering, community services, neighborhood watch/cleanup). Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_new_development","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","I am encouraged to help staff with the development of new groups, programs, or services. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_evaluation","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","I am encouraged to be involved in the evaluation of this program’s services and service providers. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_attend_meetings","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","I am encouraged to attend agency advisory boards and/or management meetings if I want. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_complete_program","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff talk with me about what it would take to complete or exit this program. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_personal_goals","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff help me keep track of the progress I am making towards my personal goals. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_assist","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff work hard to help me fulfill my personal goals. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_help_train","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","I am/can be involved with staff trainings and education programs this agency. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_staff_training","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff listen, and respond, to my cultural experiences, interests, and concerns. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_specialinterest_groups","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Staff are knowledgeable about special interest groups and activities in the community. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
"recovery_selfassessment_patient_diversity","px661503_phenx_perception_of_recovery_orientation_and_care_quality_of_m",,"radio","Agency staff are diverse in terms of culture, ethnicity, lifestyle, and interests. Rate on a 5-point scale (1 = Strongly Disagree; 5 = Strongly agree)","UNDEFINED_CODE,1|UNDEFINED_CODE_1,2|UNDEFINED_CODE_2,3|UNDEFINED_CODE_3,4|UNDEFINED_CODE_4,5|UNDEFINED_CODE_5,Not applicable|UNDEFINED_CODE_6,Don't know","PX661503",,,,,,,,,,"",""
